1024 1 MN
 -0.444446 -0.866901 -0.123827 -0.773421 -0.696948 0.049954 -0.378075 0.450617
 -0.088180 -0.778370 -0.729458 -1.591011 1.479702 -0.558537 0.000785 -1.039764
 0.131281 -0.556629 -0.414906 -0.573363 -0.667186 -1.074586 -0.907267 -1.243123
 -0.159448 -0.303038 -1.010335 1.103973 0.252440 2.413270 0.052648 1.767838
 -0.091395 -0.105106 0.015861 0.086830 -0.109641 0.456304 0.654067 -1.057499
 -0.531716 -0.948626 0.110358 0.168844 0.049624 -0.087394 0.086955 0.803416
 -0.274106 -0.696437 -0.560907 0.823484 0.023847 -0.363557 0.597409 -1.113585
 -0.854090 -0.536020 -0.966894 1.841708 -0.398594 0.100761 3.234301 -0.647650
 -0.901319 -0.990439 -0.587614 0.067280 -1.429209 -0.193278 1.654533 0.523332
 0.181147 -0.533465 -0.949667 0.387909 -0.781160 0.834700 -0.553294 1.091089
 -0.419015 -0.864713 -0.555524 -0.411207 -0.719788 0.012413 1.409329 0.594272
 0.063665 -0.388536 -0.535018 -0.012395 -0.116673 0.175441 0.154698 2.051270
 -0.602549 -0.232703 -0.045295 2.159935 0.054296 0.206908 -0.175783 -0.570688
 -0.338562 -0.448816 -0.437533 -0.399515 0.825597 2.484539 -0.481016 -1.007141
 -0.376563 -0.338252 -0.873164 -1.400803 -0.983866 -0.844002 0.330970 0.777380
 -0.952228 -0.755938 -1.062321 0.739755 -1.704476 0.005044 -0.635559 0.131963
 -1.037690 -0.383609 -0.060994 1.404932 0.541770 -1.515972 -0.273159 -0.323019
 -0.916161 0.042292 -0.522965 -0.563368 0.593846 -0.297137 -1.634700 -0.065348
 -0.319653 -0.682154 -0.646980 1.204944 0.908708 -1.008906 0.966525 0.737284
 -0.082222 -0.033528 -0.176551 2.301678 0.104262 -1.918741 0.345195 -0.267431
 -1.027127 -0.713138 0.016533 -0.778355 -0.341972 1.357078 0.064656 -0.221874
 -0.837838 0.159552 -0.498296 -1.990454 0.692701 0.454309 -0.907629 1.563562
 -0.322848 -0.571694 -0.096490 -1.358514 -0.934499 1.062349 1.326370 -0.374028
 -0.528260 -0.613332 -0.392689 -0.403194 -0.446179 0.719767 -0.989377 -1.628331
