512 4 M
 -0.501921 0.159620 1.253268 0.301867 0.561871 -0.838523 -0.444606
 -0.549644 -0.205807 0.784583 -0.056164 -0.043355 0.617888 0.601508
 -0.261269 -0.163865 0.762338 -1.118954 -0.002294 1.094886 3.035247
 -0.445466 -0.896673 -0.748248 0.970654 -0.911369 -1.807299 0.492583
 0.445049 -1.172147 0.284579 -0.208137 0.218112 -0.488093 0.062555
 -0.602174 0.002933 1.043808 0.446464 1.006997 0.335245 0.976092
 0.547019 -0.014792 -0.340582 0.252837 -0.895570 -0.054786 0.364977
 -0.367488 0.419078 0.929043 0.206825 -0.956517 -0.890395 -1.153202
 0.119915 0.574073 0.402385 0.443912 0.044272 -0.593724 0.267833
 -0.494607 0.819921 0.277220 -0.226417 0.287260 0.613341 2.304139
 0.229596 0.023149 1.162551 -0.610966 0.936449 -1.631063 -0.593561
 -0.690139 -0.065841 0.759138 -0.554575 0.014077 -2.323307 0.602485
 -0.653495 -0.563552 1.071723 -0.697724 0.119908 1.095588 1.761821
 -1.145806 0.580333 -0.297086 0.148613 -0.103057 0.136627 -0.119328
 1.027780 -0.343295 -0.031029 -0.673717 -0.872470 0.522786 1.880904
 -1.137809 0.267940 -0.173305 -0.184574 -0.239166 -1.418007 1.319230
 -0.231178 -0.721624 0.974822 1.037758 -2.011873 2.440734 -0.989270
 -0.147294 1.012901 -0.683931 -0.272988 -0.629533 1.539710 0.550964
 -0.221409 0.809555 0.176905 0.990210 1.290179 -1.791823 -0.986798
 0.742031 0.263942 -0.659012 2.007120 2.015074 1.417852 -0.220687
 -1.128188 -1.298025 -0.002057 0.052096 1.169083 -1.567340 -0.413095
 1.047293 -1.046214 -0.418212 -0.594168 -1.533031 0.251710 -0.064600
 -0.153542 0.486038 0.464087 -2.015338 -0.049089 -1.861873 1.642253
 -0.241696 -0.979865 0.666511 0.947893 -0.408401 -0.020382 0.083995
 0.218138 0.964488 -0.193781 0.000455 0.743175 -0.685804 -0.533753
 1.019813 0.139489 0.033860 0.537449 -1.155980 -1.166064 1.152599
 0.202653 -1.231816 0.606054 -1.322947 0.419385 1.672275 -1.328348
 -1.233260 -0.607566 0.570329 -1.057410 -0.302924 -1.860372 -0.162491
 0.716374 0.271197 -0.439778 -0.688580 1.253493 -0.552523 -1.335944
 0.131895 0.475625 -0.186195 0.366357 -0.120797 -0.243226 0.909161
 1.031930 -0.624340 0.986447 -1.550041 -0.268257 -0.094800 -0.873993
 -0.305662 -0.770177 1.208664 0.176465 1.843320 -0.466417 -0.562521
 0.772082 0.546704 -0.135598 -0.952306 1.605779 -0.847393 0.485516
 0.321551 0.282901 0.004071 -2.073846 -0.584611 -0.231230 -0.584379
 -1.067857 -1.236889 1.051545 0.532818 2.380613 -0.805004 -0.850566
 0.131723 1.091946 0.754977 0.460098 0.181247 -0.791783 0.807770
 0.247050 0.718983 0.116656 0.215283 0.509307 -0.088726 -0.889891
 -0.866919 0.329795 0.977631 0.388465 0.535338 -0.094376 -0.306200
 -0.654728 0.587504 -0.414416 -0.246773 0.073854 -1.249056 0.763068
 0.638236 -0.517441 0.959391 -0.782394 2.099193 3.217129 -1.449899
 -0.701285 0.491209 -0.783853 -0.251948 0.599117 2.014623 -0.679435
 0.475339 0.066628 -0.740528 -0.425800 -0.066458 -0.594311 1.335320
 -0.608232 0.225334 1.373103 -2.361361 -1.101492 -0.431798 -0.046025
 -0.464770 -0.136110 0.927995 -1.010080 0.833705 0.351349 1.488598
 0.658988 0.175443 0.457624 -0.434611 0.818343 1.735837 0.187923
 0.416732 0.453401 -0.639712 -0.003234 1.328574 -0.252863 1.921432
 0.582328 -0.265333 -0.754490 1.271620 -0.007777 -0.132022 -0.089858
 0.778542 -0.080683 0.788537 -0.948068 -0.708751 -0.027911 -0.868984
 -0.771691 -0.836318 -0.124015 -0.168332 0.474246 1.260286 1.622072
 -0.691753 -0.533147 0.024580 0.200758 0.615724 -1.501216 1.398932
 0.729938 -0.324706 -0.199068 -0.838479 -0.485296 0.652642 -1.897796
 -0.421853 -1.032208 0.221047 0.759991 0.104451 -1.632197 -1.297393
 -1.113720 0.218308 0.660456 0.164980 -0.548057 0.551934 0.653384
 -1.194519 -0.349891 0.233584 0.205426 -1.539516 0.915039 -0.475938
 -0.709464 0.946224 0.682340 1.611763 -0.172786 -0.164366 -2.306284
 0.980467 0.788274 -0.040858 0.583043 1.669370 -1.417780 -0.559584
 -1.203316 0.553314 0.754714 0.115324 -0.284707 -1.941721 0.825726
 -1.171503 0.508041 0.985488 -0.414897 -0.086407 0.437842 -0.873078
 0.984417 1.010163 -0.675525 1.647094 -0.491266 -1.550715 0.062359
 -1.021409 0.750530 -0.505146 2.133696 -1.417785 1.627356 -1.732429
 -0.521942 -0.097118 0.014340 0.478736 1.051261 -2.682015 -0.571335
 0.329542 0.457065 0.558414 -0.212592 0.134497 0.578828 -0.228505
 -0.915821 1.005897 1.493432 -0.468886 1.626051 0.851836 -0.311182
 0.838745 -0.523753 -0.784523 2.052129 1.184994 1.835493 2.156685
 -0.868159 0.973108 -0.633533 -0.342638 -1.422532 0.795744 -0.800793
 -0.759961 -1.296952 0.024559 -1.027853 0.823242 -1.040749 1.178547
 0.180755 -0.032799 0.794252 1.296740 -0.617307 -0.979904 1.228637
 -0.429452 0.489300 -0.064792 -0.442298 0.282071 -2.244059 -0.287736
 0.353984 -0.052870 1.309738 1.431625 0.732390 0.887339 0.357811
 -0.879410 0.565872 0.058516 0.924170 0.156406 -0.489818 -0.068067
 0.906423 -0.822627 0.383374 0.474416 -1.136661 -0.375583 -1.153159
 0.146818 -0.374196 -0.694001 0.404893 -0.544635 1.221044 1.214644
 -0.722726 -0.972129 0.861762 2.176611 -0.134484 0.379569 1.027892
 -0.030663 -1.187475 1.313029 -0.004443 1.585562 -1.229998 -1.646480
 0.444829 0.834581 -0.844423 0.622292 -0.803525 1.627451 -1.836137
 0.656464 0.584253 0.929802 0.373518 0.899525 -1.287401 -0.406564
 0.389478 0.228892 -0.488945 0.358144 -0.143806 -0.417703 0.068415
 0.658169 -0.033422 0.260222 1.268868 -1.311407 0.235046 -0.154426
 0.208577 0.323093 0.948424 -0.391155 0.524394 -1.208213 -0.495920
 -1.249654 -0.559043 1.285867 0.083520 -0.469310 0.906472 2.001041
 -0.090707 -0.546201 -0.398577 -1.629234 -2.123348 0.356992 1.338971
 0.524907 0.718285 0.001604 -0.350655 0.679750 -0.575753 0.337757
 -0.625227 -0.340632 0.108226 1.758524 0.643164 0.770713 -0.533387
 -0.666583 -0.035913 0.543047 -1.189046 -1.158527 0.869460 -0.679806
 -0.343452 0.325705 -0.559249 0.360655 1.578425 -0.680539 -0.959073
 0.964264 -0.851862 -0.666322 0.547085 -0.287435 0.998782 -0.932262
 -0.313595 -0.194313 -0.143676 0.693241 -0.441278 -0.485398 1.433692
 -0.358248 -0.545516 1.183475 1.267673 0.502903 1.329077 -0.327882
 -0.656411 -0.301724 -0.383676 0.831462 -1.031622 0.561299 -0.964116
 0.478524 -0.541667 -0.361583 0.198578 -0.613827 -0.798202 0.454811
 -1.151139 1.041833 -0.850550 -0.352171 -1.446117 -2.578568 -0.688977
 0.070582 -0.193183 -0.554313 1.798922 1.134035 0.918191 0.788838
 0.276617 -0.589902 -0.212625 1.013006 0.748457 -1.125160 -0.685012
 -0.446592 -0.079302 0.256911 0.157757 0.374699 -0.001786 -0.128269
 0.969818 -0.201358 0.791980 0.606096 0.084619 0.494937 0.332067
 0.278647 0.894209 1.436688 -0.005139 -0.376798 0.401557 -0.692826
 -0.979485 0.422889 0.239678 -0.952733 -1.629611 -2.524315 0.354639
 -0.472874 -0.060456 0.988523 -0.024786 0.865277 0.104028 0.451739
 0.845948 0.622366 -0.091679 -0.349190 -0.800110 -2.110719 -0.546140
 0.756721 0.171733 -0.689763 -1.251806 -0.603650 -1.100834 -0.451618
 0.378120 0.152383 -0.722024 0.536567 2.263311 -0.799770 0.571567
 -0.510968 -0.331513 0.781681 0.288361 -1.014147 -0.144505 -2.073559
 -1.096987 -0.681194 1.042531 0.095992 -0.302879 1.300564 0.910401
 -0.844410 0.056018 1.443588 1.736379 -1.732600 0.565937 -0.582904
 0.173105 0.446823 -0.285720 1.293735 1.999944 -0.567278 -0.506279
 0.180805 -0.042478 0.237515 0.258941 -0.073256 -0.309217 1.370026
 -0.987973 -1.137431 1.029462 -0.178008 -0.234881 -2.144375 -1.273617
 0.660290 0.475561 -0.846356 -0.573123 1.206527 -0.024426 -0.477620
 -0.150014 0.780626 0.279935 -0.770066 0.229803 -0.218137 -1.234944
 0.382901 -0.451916 1.043979 -0.140077 -0.206763 1.676869 1.324692
 -0.148041 -0.448005 0.004500 -0.038141 -0.158466 -0.407841 -0.163213
 0.749807 0.445347 1.121440 0.129446 -0.027212 -0.758700 -0.085845
 -0.859675 -0.568557 0.673871 0.464972 1.254463 -1.069062 0.069911
 0.203222 0.368894 0.648221 0.844374 0.199263 -0.272214 -0.940047
 -1.235514 0.422994 0.775374 -0.292505 -0.255267 -1.478696 -0.132259
 -0.317930 -0.957750 0.670120 0.219988 0.070603 -0.309224 -1.209070
 0.363007 0.169792 -0.635572 -0.075510 -0.551661 0.312284 -1.033309
 0.989816 -1.197974 0.935027 1.112448 -1.915121 -0.309836 0.220702
 -1.052932 -1.217967 1.049574 -0.525099 -1.853815 0.628305 1.226511
 -0.782778 -0.625364 0.908542 0.442650 0.734536 -0.874166 -0.333198
 -0.093189 0.692049 1.343928 -0.277982 -2.181052 -0.964857 -0.322800
 -0.668520 0.206313 0.417473 0.658069 -1.133859 1.719368 0.833152
 -0.701467 -0.011743 0.266262 0.029366 -1.905547 -0.313154 -0.284519
 -0.490870 -0.926241 -0.529637 -1.094554 -0.402092 0.969399 0.022668
 0.594644 -0.279694 -0.585076 1.645814 0.956193 0.409108 -1.760190
 -0.645445 0.084419 0.754734 -1.065472 -0.141560 0.818669 -0.442850
 -0.941525 1.021194 0.525361 2.005403 -0.586190 1.156905 0.703073
 -1.237645 0.544150 1.387522 1.325682 -2.057618 -1.567494 0.179712
 0.279795 0.623391 0.855701 -1.104764 -0.955615 2.098965 0.474195
 0.042031 -0.037541 1.370802 -0.808067 1.375667 -1.412427 -0.102347
 -0.171709 0.357253 0.917085 0.876499 0.293728 0.561697 -0.724382
 -0.778108 -0.997200 -0.518505 -2.221456 0.716129 0.347541 1.093605
 0.252709 1.053521 1.248355 -0.759865 1.913311 0.708455 -1.127887
 0.270029 0.716395 -0.294437 -1.495428 0.845667 0.640891 -0.315133
 -0.475894 0.342436 1.466413 -0.093325 -0.191577 0.689717 -0.440188
 1.066831 -0.757830 0.546448 0.116813 -0.563184 -0.544424 -1.280200
 0.445758 -0.276854 -0.691139 0.365742 0.186222 -0.843783 0.018200
 0.662330 -1.080363 0.067803 0.931521 -0.185070 -2.783783 0.617437
 0.208212 0.298768 -0.542633 0.176980 0.376439 1.094586 -1.164032
 -0.745754 -1.030355 -0.874162 -0.730525 -2.095173 0.131440 0.332001
 0.354098 -1.124721 1.450453 0.878961 0.489616 0.038617 0.028115
 -0.190391 -0.107459 0.529924 -0.487394 -1.302645 1.124900 0.943875
 -0.841485 -0.381761 0.009598 1.323743 -0.769764 -0.309099 0.787786
 -0.589344 0.211298 0.106357 0.630909 -0.960250 -0.475974 -0.267552
 -0.141146 -0.261418 0.899191 -0.011445 -0.760230 -0.650734 0.110697
 -0.736453 0.026848 -0.540635 0.231926 -0.555052 0.058711 0.397836
 0.086013 -0.410242 1.290889 2.524477 0.692381 0.083828 -1.827232
 -0.453293 -0.966329 -0.183821 0.954428 -1.318867 0.242887 1.647753
 -0.997968 0.877447 0.835837 0.591727 0.193892 0.700391 -0.353824
 0.369465 -1.184336 1.227911 0.043420 -0.295999 -0.151037 -1.189604
 0.811700 -0.191228 1.368058 -0.848048 -0.247563 0.717541 -0.773668
 -0.264647 -0.636586 0.547570 0.211700 0.696732 0.871383 -0.445067
 1.014891 -0.974114 -0.820781 0.709066 -0.764391 -0.427953 -0.972936
 0.184031 1.070132 0.904957 1.925089 -1.116329 -0.042007 0.555150
 -0.603309 0.988150 -0.891414 0.146694 0.390580 -0.930343 1.847007
 -0.668790 0.197934 1.388883 1.459649 0.103926 -1.969650 2.678044
 0.319110 0.108126 0.132784 -1.081863 0.304457 1.016918 -1.188072
 -0.533674 -0.545721 0.188182 -1.672780 1.109103 0.386039 -0.604161
 -0.520824 -0.769108 1.289897 0.572892 0.756220 1.798699 0.232275
 -0.936572 -0.435987 0.807351 -0.437633 -1.558458 -0.289317 -0.595187
 0.560847 0.173564 0.327449 -0.056370 0.914977 -0.611337 0.352179
 -0.298967 -0.220792 0.918508 -1.018298 0.104567 1.613077 -0.669104
 -1.185677 -0.617446 0.547019 -0.383185 1.572318 0.083831 -0.627914
 0.935755 0.156252 -0.296887 1.056585 0.535336 1.220944 -0.351255
 0.079786 0.604907 -0.525322 1.984838 -1.673653 0.944693 -0.134843
 -0.471992 -0.050931 0.601452 -1.285291 -0.653000 -0.186433 -0.885920
 -1.044011 0.767298 -0.641769 -0.838889 -1.090929 0.048896 0.212432
 -1.236253 1.007869 -0.729176 -0.031467 0.661302 -0.229259 -0.822042
 -0.732243 -0.158776 0.806858 -1.082866 -0.211049 2.694767 -1.451208
