128 1 N
 -0.414948 -0.243906 0.005630 -0.129669 -2.478956 0.608487 -0.777374 0.201319
 0.560041 -0.168549 -0.192370 1.163576 0.817710 -0.486022 0.210662 0.392968
 0.232923 1.250858 0.715767 -3.700284 -0.801808 0.096745 -0.359323 -0.405822
 0.526752 1.058018 0.247751 1.652288 0.142902 0.153030 -0.545830 0.711330
 -0.782457 0.781115 0.431690 0.381851 0.362402 -0.053082 0.426779 0.023649
 0.489181 -0.045019 -0.471629 -0.248575 -0.283446 0.235232 -0.112008 -1.730090
 -1.069261 0.091707 -0.566358 -0.320138 -0.081359 0.444632 0.079420 0.083851
 -0.284827 -0.169194 0.465022 -1.924077 0.692144 0.825846 -0.159585 -0.037614
 -0.071169 -0.021637 -0.162760 0.518106 0.009851 -1.364583 -0.206045 -0.124983
 -0.109718 -0.722208 -1.721580 -0.471093 -0.975565 -0.174727 -0.525381 -0.023726
 0.710133 -1.156720 -0.732678 0.003926 0.014974 0.362977 0.189086 0.511583
 1.025374 1.097840 0.798591 -0.486909 -0.200380 -0.514362 0.879676 -2.446013
 1.340094 1.644539 0.566299 -0.112520 -0.376210 1.583121 -1.163336 -1.057878
 0.500185 -0.279142 -0.096417 -0.270785 0.760401 -0.932438 1.506218 -2.084318
 -0.169974 0.579627 -0.084390 -0.778336 0.234560 -0.563950 2.013209 -0.069316
 0.086439 -0.043911 0.873914 -1.412411 -0.551004 -1.839518 0.432744 -0.090372
 -0.183140 1.089705 -0.684583 -0.986358 1.349811 -0.336039 0.548369 -0.133035
 0.546288 0.182919 1.549685 -0.787463 0.339383 0.441937 0.058005 0.794736
 2.003923 0.705367 -0.709572 -0.395665 0.575612 0.038212 -1.135154 0.756141
 -0.055631 0.790041 -0.281971 -0.409022 0.563480 0.421853 -0.754857 -1.773340
 -2.279254 -0.312355 0.540390 -0.180841 2.645645 -0.326899 -0.472300 0.491279
 0.330901 -0.125511 0.454487 -1.088500 0.534543 -0.807301 0.208548 0.086090
 -0.158348 0.125386 -3.068534 1.440916 1.168137 -0.200151 0.244431 -0.053179
 -0.317833 -0.411423 -0.646699 1.230262 0.059423 -0.299923 0.499110 -0.535434
 -0.161691 0.175382 -0.594231 -0.155905 0.243068 0.069175 0.130329 0.228676
 -1.151955 0.688275 -1.318118 -0.439804 -0.047897 -0.131636 -0.534473 -2.314515
 -0.249349 0.501010 -0.332677 -0.369265 0.259973 -0.983970 1.051416 -2.434280
 2.118163 -0.342388 0.196089 0.326952 1.154693 -0.504134 1.532350 0.522328
 0.095908 -0.513276 0.086768 0.596237 -1.298784 0.299475 -0.416144 0.076597
 0.493760 0.295638 0.373644 1.120385 -0.734047 0.499011 -0.178447 -0.096165
 0.020413 -1.508543 0.571778 3.215192 -2.095898 -0.392156 -0.312505 0.181637
 0.818294 2.300382 1.057278 -0.770485 -0.259989 -0.127967 0.377845 1.152451
 -0.860313 0.041857 -1.367839 0.107425 -0.246208 0.203657 -0.497915 -0.201139
 -0.151452 1.283117 0.019963 0.447161 0.172841 0.593007 2.250813 -0.224482
 0.767322 0.257826 -0.513630 0.563091 2.026710 -1.532762 1.252563 0.012732
 -0.246405 -0.058382 -0.444433 0.432548 -0.604586 0.946697 -1.011517 0.462883
 -0.546193 0.418208 0.534977 -1.177580 0.533489 1.532856 0.088796 -0.040791
 0.066660 -1.406410 -1.956754 -0.698421 1.145085 -0.450281 -0.206988 -0.479947
 -0.582718 1.925761 -0.348700 1.063090 -0.082924 -0.557582 0.277778 -2.558819
 -0.285871 -0.552698 -1.308854 -0.024235 -0.477488 0.555446 0.056969 -0.127951
 2.262975 2.091952 0.576200 -0.386851 -0.371856 0.906678 1.273667 -1.451711
 0.070551 -0.480164 -0.300470 -0.234226 0.337115 1.280206 -0.276600 -0.551264
 -0.030134 0.174580 0.084170 -0.173036 -0.012117 0.060793 -0.756320 -0.592533
 -0.204012 0.529879 0.342984 0.523638 -0.308067 -1.186353 -0.368501 0.440689
 0.121613 0.129535 -0.495519 0.508539 0.702745 0.274473 0.556328 -0.062766
 0.124230 -0.184107 -0.914364 -1.368920 0.083704 0.598357 0.047878 -0.145931
 -0.508266 2.060764 -1.114015 -0.382268 0.356843 0.026897 -0.262088 -0.882961
 -1.835756 0.665230 -0.233474 -0.494954 -0.524102 1.244710 0.877205 1.356787
 -1.720814 -0.497652 0.106533 0.505132 -2.343816 -0.328272 -1.111831 1.158573
 0.117026 0.459616 -0.020168 0.561735 -0.741262 0.085337 0.266493 -0.269080
 -0.134729 -0.137985 -1.752634 1.443941 -0.902628 0.125017 -0.153347 0.470534
 -0.119007 1.940025 -0.015013 0.551360 0.785354 0.265341 0.545251 -0.124694
 1.069144 -0.159932 0.062041 0.535201 -0.238041 -0.461639 0.410887 0.723675
 -0.704821 0.898541 -1.041834 -0.030825 -0.363186 0.122724 -0.572865 1.607152
 -0.056336 0.656992 0.215241 0.097482 0.379365 0.262921 0.421562 0.527334
 0.152817 0.092240 0.025726 -0.175968 -0.097362 1.985701 0.256947 -2.461775
 -0.582208 -0.454416 0.187658 -0.550559 -1.292876 -0.299150 -0.543551 0.260726
 -0.472720 -0.470943 0.948454 -1.146217 0.797743 0.689236 -0.427878 -0.349444
 -0.153245 0.767385 0.732289 1.013098 0.737910 -0.048117 0.137049 0.037129
 -0.672060 0.040995 0.296005 -0.512295 -0.279641 -0.307064 0.098994 -0.369645
 0.804771 0.301236 0.012222 0.161703 0.269946 0.436090 0.540643 0.566573
 -0.076585 1.317416 -0.288190 -0.101666 -0.274921 0.882356 -1.718462 0.566411
 0.317667 0.316595 0.034950 0.377533 -0.288441 -0.998710 -1.095898 1.207876
 0.445955 0.127621 -0.258241 0.799783 -1.194744 -0.528541 0.756162 0.571536
 -0.524949 0.099519 0.620465 0.811829 1.278351 0.556221 -0.058664 -0.546439
 -0.086383 -0.338292 0.331789 -0.897435 -1.265192 0.569622 -0.214357 0.164241
 -2.002410 -0.806007 -1.576121 0.388447 -0.005866 0.130502 0.433667 1.078689
 -1.142315 -0.100759 -0.852286 -0.196541 0.565746 0.501758 -0.158318 1.150750
 -0.470733 1.331767 -0.367219 -0.318227 -0.225114 0.617648 0.548367 0.679123
 -0.131963 -0.117591 -0.488752 -0.547605 0.830826 0.684624 0.464152 1.548987
 0.565044 -0.474324 -0.279240 0.980915 0.951297 0.912594 1.489735 0.553104
 0.039510 -0.586475 -0.617521 -0.220697 1.211417 -0.621861 -0.209089 -0.577828
 0.535462 0.604334 -0.831725 -0.726995 -1.191720 0.469922 -0.042323 0.105991
 1.569738 -2.424538 0.642191 0.901760 0.071029 0.016161 0.384861 -0.305865
 1.985171 0.017699 -0.045548 0.282258 0.461942 -0.484088 -0.002374 0.014542
