16384 2 MN
 -0.989342 1.030071 1.176163 -1.620098 0.047329 0.788281 0.484517 0.519254 -1.575054 0.094974
 0.704048 -1.040359 0.609236 -0.834037 0.600072 -2.162575 0.753325 -1.039481 -0.884428 0.376829
 0.261241 -0.821465 0.703513 -1.409656 0.381847 0.318247 0.349588 -0.102965 -0.093924 0.992934
 0.191229 0.273470 -0.213700 -1.804737 2.037303 -0.529322 0.034659 -1.862989 1.130475 -1.561538
 -0.130020 0.521821 -0.687368 -1.343372 -1.672810 0.475949 -0.267463 -0.272718 1.590390 -0.488472
 -0.750607 -0.347656 0.882918 1.543600 -0.968066 0.624756 0.274447 1.335775 0.052053 -0.954199
 -1.048989 0.925262 0.306354 -0.971521 1.115822 -0.309218 -0.708126 -1.325076 0.618656 1.414507
 0.399556 -0.508519 -0.894179 0.223338 -0.000534 -0.050653 1.197977 -1.098746 0.594797 1.131614
 0.647919 0.238480 1.040060 -0.354177 -1.068425 -0.308300 1.401368 0.742839 0.831966 0.147063
 -1.258664 -0.068321 0.952717 -1.839957 -0.632278 0.810930 -1.079328 -0.449887 -0.025272 -0.315412
 0.260186 -0.171232 0.355852 0.182704 0.624008 0.646322 1.353585 1.287082 -0.661247 0.080873
 -0.291780 0.459154 -0.642466 -0.808975 -0.302550 0.512370 -1.255689 0.593494 1.849106 -0.626346
 -0.916023 -0.901328 0.069090 -0.530129 -1.351114 0.514513 -1.189155 0.706518 -0.630550 -1.435899
 0.782219 -0.121405 -0.386333 0.085171 -0.045789 -0.898342 0.159249 0.852522 0.792445 0.431435
 -0.319431 0.406327 -0.693603 -1.356198 -1.196086 2.033896 -0.761248 0.853882 1.656539 -0.546253
 -0.945365 0.820197 0.109860 1.462851 -0.363493 0.685659 1.177159 0.759225 1.098193 0.087462
 -0.380889 1.099868 1.425237 1.107150 -1.165731 -0.307669 -0.388915 1.853740 -0.022254 1.049172
 0.509755 -0.400788 0.001467 -0.931105 0.810664 -1.064686 1.010067 0.226350 1.660599 1.742909
 -0.515601 -1.100525 0.350167 2.361501 -0.444603 0.973077 -0.845446 -0.565102 1.360558 0.218332
 0.366996 -0.583345 0.319769 1.309025 -0.539970 -0.086126 1.839852 0.814703 -1.622910 0.073629
 0.475704 -0.122912 0.106869 -1.110758 -1.708678 -0.388168 2.082705 -1.013923 0.635551 -0.885752
 -0.649735 0.233541 1.060394 0.660483 -0.259539 1.771526 0.643492 -0.329635 0.567912 0.136950
 0.611214 0.721922 0.386931 -1.656122 -0.710372 -0.493839 0.158229 0.344068 1.954660 -0.413622
 0.205394 -0.960197 -0.553183 0.799394 1.132279 0.717013 0.558752 1.742827 -1.976104 -0.282757
 -0.337035 -0.712035 0.261003 0.285536 0.350632 -1.369817 1.445221 0.905310 0.798816 -1.100764
 -0.300613 -1.075543 -0.437438 0.734600 -1.447001 1.102467 0.045164 0.620808 0.202954 0.422983
 0.451780 0.679281 -0.859313 -0.818901 1.890023 1.532186 -2.313382 0.334307 0.573525 0.685333
 -0.415248 -0.025801 -0.608998 -2.084615 1.378011 0.099339 -0.617167 0.012239 -0.444272 0.516231
 -0.387518 -1.061569 -0.501679 -1.048615 0.938178 0.976910 1.006292 -0.317132 0.886696 0.002681
 0.829920 -0.333788 1.327233 1.672070 -0.430802 -0.309879 -0.174094 0.572646 -0.233260 -0.241859
 0.050195 0.651319 0.809852 -0.033137 2.090977 1.528548 0.713111 0.225602 -0.258107 -0.023444
 0.358586 -1.254433 0.207962 0.315197 -0.056404 1.280640 1.220702 0.515820 -0.230153 -0.903512
 -0.372867 0.977114 0.788475 -0.244725 0.379159 -0.440906 0.747276 0.250213 -0.180328 -0.711547
 -0.042383 -0.321619 -0.824281 0.134550 0.190897 0.703829 1.012649 0.322150 -1.155175 -0.589504
